doi_o,n_replications,outcomes,first_year_r,flora_commit
10.1016/s0010-0285(03)00128-2,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0022-1031(03)00057-x,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0022-1031(03)00065-9,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0022-4359(00)00035-x,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0022-5371(74)80011-3,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0034-4257(03)00145-7,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0042-6989(01)00092-x,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0047-2727(01)00094-9,1,successful,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0092-6566(02)00529-9,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0140-6736(12)60681-3,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0165-1765(01)00394-9,1,mixed,2009,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0165-4101(97)00017-7,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0166-4328(89)80088-9,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0167-2681(02)00024-0,1,successful,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0167-6296(02)00126-1,1,mixed,2009,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0272-4944(05)80184-7,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0272-6963(97)00033-8,1,successful,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0305-750x(00)00018-8,1,failed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0749-596x(02)00515-6,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0749-5978(02)00013-4,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0883-9026(02)00097-6,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0883-9026(96)00003-1,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0899-8256(03)00119-2,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0927-5371(01)00048-3,1,failed,2008,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s1060-3743(96)90022-3,1,failed,1999,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s1386-4181(01)00024-6,2,mixed | successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s2213-8587(18)30051-2,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s2215-0366(21)00241-8,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s2352-4642(18)30112-3,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/bec.2013.16,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/cbo9780511667268.005,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/cbo9781139524575.009,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/epi.2013.23,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/psrm.2022.12,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0003055409090066,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0003055410000262,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0003055412000299,2,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0003055421000678,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0007123411000421,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0007123412000191,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0007123420000046,1,mixed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0007123421000557,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0008423903778810,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0008423922000749,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0022381608080456,1,mixed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0022381608080638,1,mixed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0033291705005441,1,mixed,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0033291713000202,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0043887112000032,2,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0043887114000100,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0043887117000107,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0047404500008472,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0140525x07001185,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0142716409990014,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263100015047,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263102004023,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263109990519,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263110000264,2,mixed | successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263112000149,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263117000341,1,mixed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263118000244,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263119000202,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263121000905,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263197001034,1,successful,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0305000900012411,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0954579410000659,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0954579414000492,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0954579419000580,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0958344020000191,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0962728600023563,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1053837209990307,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1366728914000273,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1366728916000547,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1366728920000280,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500000966,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500001170,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500002011,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500005064,1,uninformative,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500006185,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500006999,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/thg.2015.66,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2014.22,1,<missing>,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2017.21,2,failed | mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2018.6,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1021/acscentsci.8b00879,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1021/pr9004162,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1023/a:1007744326393,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1023/a:1008184423824,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1023/a:1011120928698,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1023/a:1015044207315,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1023/a:1018729101473,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1023/a:1019923923537,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1023/b:rihe.0000027392.94172.d2,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1024/1010-0652.21.3.305,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1026//0949-3946.48.2.94,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/0227-5910.16.1.39,1,successful,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1618-3169/a000028,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000147,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000292,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037//0022-0663.67.6.882,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037//0022-3514.56.6.972,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037//0022-3514.69.4.603,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037//0096-1523.18.3.849,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0003-066x.49.5.417,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0003-066x.54.6.408,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0003-066x.60.5.410,2,failed | mixed,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0012-1649.26.6.978,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0012-1649.37.6.739,1,successful,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0012-1649.43.6.1428,1,successful,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0021-843x.108.3.511,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0021-843x.112.2.228,1,failed,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0021-843x.115.4.798,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0021-9010.77.4.419,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0021-9010.81.2.161,1,successful,1997,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0021-9010.82.1.44,1,mixed,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0021-9010.90.6.1265,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-006x.50.5.624,1,successful,1987,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-006x.62.3.636,1,successful,2000,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-006x.64.5.927,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-0167.33.3.282,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-0167.51.2.178,1,successful,2008,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-0663.100.1.223,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-0663.91.2.358,1,failed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-0663.93.2.390,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-0663.97.3.493,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.32.6.951,2,mixed | successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.37.10.1660,2,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.37.3.433,1,successful,1997,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.41.4.703,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.45.4.782,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.45.4.805,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.46.4.778,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.49.6.1621,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.50.1.205,1,successful,1994,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.50.3.502,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.54.4.569,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.54.5.768,2,failed | mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.58.6.1015,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.67.3.357,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.67.4.627,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.68.5.793,2,mixed | successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.71.2.230,2,failed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.72.5.1202,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.73.2.321,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.73.4.733,3,failed | mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.74.1.53,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.74.3.774,1,failed,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.74.4.865,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.75.1.5,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.76.6.893,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.77.2.221,2,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.77.4.785,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.78.6.1038,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.81.1.33,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.81.6.1014,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.82.5.792,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.82.6.956,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.83.1.138,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.83.1.44,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.83.5.1239,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.83.6.1409,1,mixed,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.84.6.1236,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.86.1.57,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.86.5.680,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.89.3.277,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.90.2.197,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.90.4.543,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.91.6.995,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.92.1.97,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.93.5.880,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.1.1,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.1.116,2,failed | mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.1.158,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.1.16,2,failed | successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.1.48,2,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.1.91,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.2.183,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.2.245,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.2.94.2.196,2,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.2.94.2.231,2,failed | successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.3.382,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.3.396,2,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.3.429,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.3.495,2,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.3.516,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.3.545,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.4.560,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.4.579,3,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.4.600,3,failed | mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.4.615,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.4.647,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.4.672,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.4.696,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.4.718,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.94.5.871,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.95.1.18,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.95.1.76,2,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.95.2.274,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.95.2.293,4,failed | mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.95.2.420,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-3514.95.3.695,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0033-295x.114.2.245,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0033-295x.84.4.327,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0033-295x.93.2.136,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-1523.1.3.288,3,failed | successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-1523.15.4.673,1,failed,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-1523.25.4.1005,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-1523.3.4.544,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-1523.34.2.340,1,failed,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-3445.122.3.331,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-3445.130.3.427,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-3445.132.2.228,1,successful,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-3445.133.1.23,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-3445.135.4.641,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-3445.136.2.241,2,failed | successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-3445.136.2.289,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0096-3445.136.4.569,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-6133.3.5.431,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.21.4.1008,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.28.1.233,1,mixed,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.31.6.1267,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.33.2.431,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.128,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.146,2,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.167,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.186,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.204,1,mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.219,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.230,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.237,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.243,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.249,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.50,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.65,1,mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.80,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.1.97,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.2.302,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.2.343,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.2.353,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.2.369,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.2.399,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.2.408,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.2.430,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.3.439,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.3.460,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.3.478,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.3.495,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.3.514,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.3.524,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.34.3.546,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.4.1.19,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0278-7393.6.6.651,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/1040-3590.14.4.485,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/1040-3590.15.2.205,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/1076-8998.5.3.347,1,mixed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/1082-989x.6.2.161,1,mixed,2009,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/1931-3896.2.1.8,1,failed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0010932,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0012833,5,failed | mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0012840,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0013748,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0015141,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0015960,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0016795,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0017094,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0018144,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0018983,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0019006,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0019689,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0019786,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0019902,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0019973,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0020092,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0020757,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0021282,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0021524,8,failed | mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0021801,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0022403,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0022406,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0022834,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0023527,3,failed | mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0023937,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0024608,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0025035,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0025253,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0025345,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0025391,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0025883,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0026099,1,mixed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0026942,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
