doi_r,n_originals,outcomes,year_r,flora_commit
10.1016/j.jalz.2015.12.008,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jbtep.2020.101573,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jbtep.2026.102124,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jbvi.2019.e00128,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jbvi.2019.e00138,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jbvi.2022.e00303,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jbvi.2023.e00419,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jebo.2023.03.019,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jecp.2015.11.007,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jecp.2015.12.009,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jeem.2020.102351,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jenvp.2021.101573,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jenvp.2024.102289,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jenvp.2026.102956,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2013.05.011,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2015.08.005,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2015.10.012,8,failed | mixed | successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2019.103843,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2020.103972,3,failed | mixed | successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2020.103977,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2020.104052,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2020.104066,2,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2021.104154,2,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2021.104222,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2022.104372,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2023.104549,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2023.104583,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2024.104619,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2024.104712,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2026.104871,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2026.104938,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2026.104969,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jesp.2026.104988,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jfbs.2021.100451,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jfbs.2022.100497,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jfbs.2022.100498,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jmathb.2026.101352,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jml.2018.07.004,1,failed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jml.2022.104352,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jneuroling.2010.05.001,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jocrd.2014.08.004,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2018.10.010,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2018.11.004,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2018.12.001,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2020.102312,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2020.102349,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2020.102350,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2021.102363,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2022.102509,2,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2023.102664,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.joep.2026.102886,1,statistically successful but flawed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jom.2005.11.004,1,successful,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jpsychires.2021.06.021,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jrp.2010.11.010,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jrp.2014.06.006,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jrp.2019.06.009,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jrp.2019.103902,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jsams.2024.07.018,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jsp.2017.07.006,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jsp.2024.101307,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.jsxm.2018.02.012,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.leaqua.2020.101437,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.leaqua.2021.101538,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.learninstruc.2015.08.002,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.learninstruc.2018.10.002,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.lindif.2012.01.004,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.lindif.2012.03.010,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.lindif.2015.03.029,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.lindif.2015.12.026,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.lindif.2016.03.001,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.lindif.2019.05.001,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.lindif.2019.05.004,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.nicl.2019.101796,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.nicl.2020.102441,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.pacfin.2023.101935,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.pacfin.2023.102008,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.paid.2015.04.020,1,mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.paid.2015.08.031,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.paid.2022.111910,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.paid.2024.112692,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.paid.2026.113992,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.physbeh.2010.12.015,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.psychres.2024.115855,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.psychsport.2024.102761,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.rasd.2013.02.007,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.rasd.2013.02.015,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.rasd.2014.01.006,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.reia.2026.202971,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.respol.2023.104819,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.sbspro.2016.10.072,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.socec.2024.102333,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.ssci.2020.105065,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.system.2020.102377,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.techfore.2023.122843,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.tjnut.2025.101302,1,successful,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.tsc.2016.10.001,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.worlddev.2011.05.001,1,failed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.xjidi.2026.100490,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.xjmad.2024.100075,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.ynirp.2022.100109,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.ynirp.2022.100147,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/j.ynirp.2022.100149,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0005-7967(98)00158-2,1,successful,1999,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0163-6383(83)80012-5,1,failed,1983,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0163-6383(99)00012-0,1,failed,1999,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0167-6296(97)00023-4,1,failed,1998,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s0272-7757(98)00038-7,1,failed,1999,cb02db7930176d05964d3afe98f460ffa364f366
10.1016/s1060-3743(99)80113-1,1,failed,1999,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/bpp.2020.57,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/brimp.2013.34,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/cnj.2023.13,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/epi.2015.17,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/epi.2019.20,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/jdm.2023.40,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/jdm.2023.48,1,mixed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/jdm.2024.31,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/pan.2024.7,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/prp.2020.6,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/psrm.2018.50,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/rdc.2024.52,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0003055404001200,1,failed,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s000305540505166x,1,successful,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0003055413000063,2,mixed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0003055422000946,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0003055424001308,2,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s000842390002984x,1,mixed,1970,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s000842392200004x,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0008423924000234,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s003329170500543x,1,mixed,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0033291706008257,1,successful,2006,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0033291719002770,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0033291720001919,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0033291722003233,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0142716414000137,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0142716423000127,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0261444813000049,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0261444815000087,1,failed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0261444817000362,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0261444818000216,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0261444818000368,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0261444819000120,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0261444819000296,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s026144482000021x,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0261444822000544,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0261444825100992,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263111000325,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263112000903,1,mixed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263123000086,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263124000123,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263124000238,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s027226312400024x,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263124000275,1,mixed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263124000342,1,statistically successful but flawed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263124000378,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263124000445,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263124000457,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263124000512,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263124000603,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263125000130,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0272263125101368,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0305000925100366,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0954579414000856,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0954579418001530,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s0958344023000022,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1352465817000091,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1355617713000738,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s174413742200025x,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500002941,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500007348,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500007774,1,mixed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500008184,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500008299,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500008470,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500008615,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s1930297500009128,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s193029750000930x,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/s2040174420001294,1,failed,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/sjp.2016.1,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/ssh.2017.27,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/thg.2012.151,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/thg.2016.80,1,successful,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2017.22,1,mixed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2017.8,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2019.1,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2020.18,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2021.29,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2022.35,1,mixed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1017/xps.2025.10027,1,failed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1021/acscentsci.0c01028,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1021/pr400337b,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1023/a:1009946125005,1,successful,2000,cb02db7930176d05964d3afe98f460ffa364f366
10.1024/1010-0652/a000049,1,failed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1024/1010-0652/a000121,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/0227-5910.25.2.65,1,successful,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1015-5759/a000263,1,failed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1614-0001/a000082,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1614-0001/a000311,2,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1618-3169.51.2.109,1,failed,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1618-3169/a000117,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1618-3169/a000490,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1618-3169/a000554,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1618-3169/a000567,1,failed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1618-3169/a000569,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-1105/a000334,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-1105/a000396,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000178,8,failed | mixed | successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000179,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000180,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000181,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000182,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000184,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000185,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000186,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000187,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000188,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000189,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000190,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000191,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000193,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000300,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000388,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000491,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000554,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1027/1864-9335/a000585,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037//0022-006x.55.1.115,1,successful,1987,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0021-843x.113.1.145,1,failed,2004,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0021-9010.90.6.1204,1,mixed,2005,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-0167.55.2.263,1,successful,2008,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/0022-0663.83.4.444,1,mixed,1991,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0014697,1,mixed,2009,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0017172,1,failed,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0018881,1,successful,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0019128,1,successful,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0019951,1,failed,2010,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0022144,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0023237,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0023597,1,mixed,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0024587,1,successful,2011,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0025169,1,mixed,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0027210,1,failed,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0028072,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0029709,1,failed,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0029855,1,successful,2012,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0030530,1,mixed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0031138,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0031751,1,failed,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0033303,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0033324,1,successful,2013,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0033827,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0036079,1,mixed,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/a0036307,1,successful,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/abn0000318,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/aca0000420,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/amp0001210,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/arc0000007,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/bne0000068,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/bne0000439,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/cdp0000775,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/cep0000225,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/cns0000005,1,failed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/com0000223,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/cou0000110,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/cou0000322,1,failed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/cou0000608,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/dev0000499,1,successful,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/dev0002158,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/ebs0000279,1,successful,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/ebs0000298,1,failed,2023,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/edu0000095,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/edu0000141,1,failed,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/edu0000146,1,successful,2017,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/edu0000326,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/edu0000335,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/edu0000413,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/edu0000433,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/edu0000441,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/edu0000965,1,failed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/emo0000569,1,successful,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/emo0001389,1,successful,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/emo0001621,1,mixed,2026,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/fam0000034,1,successful,2015,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/fam0000521,1,mixed,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/gdn0000121,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/h0101833,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/lhb0000596,1,mixed,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/men0000301,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/mot0000308,1,failed,2024,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pac0000609,1,mixed,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pas0000664,1,successful,2019,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pas0001164,1,successful,2022,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pas0001395,1,successful,2025,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/per0000041,1,mixed,2014,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspa0000064,1,mixed,2016,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspa0000121,1,mixed,2018,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspa0000191,1,mixed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspa0000214,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspa0000238,1,failed,2020,cb02db7930176d05964d3afe98f460ffa364f366
10.1037/pspa0000261,1,successful,2021,cb02db7930176d05964d3afe98f460ffa364f366
